answer_id,model_name,provider_country,licence_type,map_code,graphical_complexity,viz_technique,symbol_scaling,diagram_structure,map_source,question_id,nuts_level,map_usage_type,task_type,test_mode,score
736,Gemma 3,USA,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,16,country,interpretation,interpret,batch,0.0
737,Gemma 3,USA,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,17,country,interpretation,cause/effect,batch,4.5
738,Gemma 3,USA,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,18,country,interpretation,predict,batch,4.8
739,Gemma 3,USA,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,19,country,reading,identify,batch,5.0
740,Gemma 3,USA,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,20,country,reading,locate,batch,0.0
741,Gemma 3,USA,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,21,country,reading,retrieve value,batch,0.0
742,Gemma 3,USA,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,22,country,analysis,compare,batch,5.0
743,Gemma 3,USA,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,23,country,analysis,cluster,batch,4.6
744,Gemma 3,USA,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,24,country,analysis,associate,batch,4.1
745,Gemma 3,USA,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,25,country,interpretation,interpret,batch,4.0
746,Gemma 3,USA,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,26,country,interpretation,cause/effect,batch,0.0
747,Gemma 3,USA,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,27,country,interpretation,predict,batch,3.95
748,Gemma 3,USA,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,28,region,reading,identify,batch,0.0
749,Gemma 3,USA,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,29,region,reading,locate,batch,5.0
750,Gemma 3,USA,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,30,region,reading,retrieve value,batch,0.0
751,Gemma 3,USA,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,31,region,analysis,compare,batch,5.0
752,Gemma 3,USA,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,32,region,analysis,cluster,batch,5.0
753,Gemma 3,USA,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,33,region,analysis,associate,batch,4.6
754,Gemma 3,USA,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,34,region,interpretation,interpret,batch,3.55
755,Gemma 3,USA,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,35,region,interpretation,cause/effect,batch,4.05
756,Gemma 3,USA,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,36,region,interpretation,predict,batch,4.3
757,Gemma 3,USA,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,37,region,reading,identify,batch,4.3
758,Gemma 3,USA,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,38,region,reading,locate,batch,4.6
759,Gemma 3,USA,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,39,region,reading,retrieve value,batch,4.3
760,Gemma 3,USA,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,40,region,analysis,compare,batch,4.3
761,Gemma 3,USA,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,41,region,analysis,cluster,batch,0.0
762,Gemma 3,USA,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,42,region,analysis,associate,batch,4.4
763,Gemma 3,USA,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,43,region,interpretation,interpret,batch,2.1
764,Gemma 3,USA,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,44,region,interpretation,cause/effect,batch,4.5
765,Gemma 3,USA,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,45,region,interpretation,predict,batch,4.2
766,Gemma 3,USA,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,46,region,reading,identify,batch,0.0
767,Gemma 3,USA,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,47,region,reading,locate,batch,4.3
768,Gemma 3,USA,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,48,region,reading,retrieve value,batch,0.0
769,Gemma 3,USA,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,49,region,analysis,compare,batch,4.3
770,Gemma 3,USA,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,50,region,analysis,cluster,batch,4.3
771,Gemma 3,USA,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,51,region,analysis,associate,batch,4.05
772,Gemma 3,USA,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,52,region,interpretation,interpret,batch,4.5
773,Gemma 3,USA,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,53,region,interpretation,cause/effect,batch,4.75
774,Gemma 3,USA,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,54,region,interpretation,predict,batch,5.0
775,Gemma 3,USA,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,55,region,reading,identify,batch,4.5
776,Gemma 3,USA,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,56,region,reading,locate,batch,0.0
777,Gemma 3,USA,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,57,region,reading,retrieve value,batch,0.0
778,Gemma 3,USA,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,58,region,analysis,compare,batch,4.3
779,Gemma 3,USA,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,59,region,analysis,cluster,batch,0.0
780,Gemma 3,USA,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,60,region,analysis,associate,batch,0.0
781,Gemma 3,USA,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,61,region,interpretation,interpret,batch,4.05
782,Gemma 3,USA,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,62,region,interpretation,cause/effect,batch,4.25
783,Gemma 3,USA,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,63,region,interpretation,predict,batch,4.7
784,Gemma 3,USA,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,64,region,reading,identify,batch,5.0
785,Gemma 3,USA,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,65,region,reading,locate,batch,0.0
786,Gemma 3,USA,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,66,region,reading,retrieve value,batch,0.0
787,Gemma 3,USA,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,67,region,analysis,compare,batch,4.1
788,Gemma 3,USA,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,68,region,analysis,cluster,batch,0.0
789,Gemma 3,USA,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,69,region,analysis,associate,batch,4.05
790,Gemma 3,USA,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,70,region,interpretation,interpret,batch,3.6
791,Gemma 3,USA,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,71,region,interpretation,cause/effect,batch,5.0
792,Gemma 3,USA,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,72,region,interpretation,predict,batch,4.25
793,Gemma 3,USA,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,73,country,reading,identify,batch,4.5
794,Gemma 3,USA,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,74,country,reading,locate,batch,4.8
795,Gemma 3,USA,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,75,country,reading,retrieve value,batch,5.0
796,Gemma 3,USA,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,76,country,analysis,compare,batch,4.2
797,Gemma 3,USA,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,77,country,analysis,cluster,batch,4.4
798,Gemma 3,USA,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,78,country,analysis,associate,batch,4.3
799,Gemma 3,USA,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,79,country,interpretation,interpret,batch,4.4
800,Gemma 3,USA,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,80,country,interpretation,cause/effect,batch,4.75
801,Gemma 3,USA,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,81,country,interpretation,predict,batch,4.75
802,Gemma 3,USA,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,82,country,reading,identify,batch,0.0
803,Gemma 3,USA,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,83,country,reading,locate,batch,0.0
804,Gemma 3,USA,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,84,country,reading,retrieve value,batch,0.0
805,Gemma 3,USA,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,85,country,analysis,compare,batch,4.3
806,Gemma 3,USA,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,86,country,analysis,cluster,batch,3.9
807,Gemma 3,USA,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,87,country,analysis,associate,batch,0.0
808,Gemma 3,USA,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,88,country,interpretation,interpret,batch,0.0
809,Gemma 3,USA,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,89,country,interpretation,cause/effect,batch,4.55
810,Gemma 3,USA,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,90,country,interpretation,predict,batch,4.05
811,Gemma 3,USA,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,91,country,reading,identify,batch,5.0
812,Gemma 3,USA,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,92,country,reading,locate,batch,5.0
813,Gemma 3,USA,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,93,country,reading,retrieve value,batch,0.0
814,Gemma 3,USA,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,94,country,analysis,compare,batch,4.1
815,Gemma 3,USA,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,95,country,analysis,cluster,batch,5.0
816,Gemma 3,USA,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,96,country,analysis,associate,batch,4.3
817,Gemma 3,USA,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,97,country,interpretation,interpret,batch,4.55
818,Gemma 3,USA,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,98,country,interpretation,cause/effect,batch,4.05
819,Gemma 3,USA,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,99,country,interpretation,predict,batch,4.05
820,Gemma 3,USA,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,100,country,reading,identify,batch,0.0
821,Gemma 3,USA,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,101,country,reading,locate,batch,4.5
822,Gemma 3,USA,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,102,country,reading,retrieve value,batch,4.3
823,Gemma 3,USA,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,103,country,analysis,compare,batch,3.85
824,Gemma 3,USA,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,104,country,analysis,cluster,batch,3.45
825,Gemma 3,USA,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,105,country,analysis,associate,batch,3.975
826,Gemma 3,USA,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,106,country,interpretation,interpret,batch,4.0
827,Gemma 3,USA,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,107,country,interpretation,cause/effect,batch,4.7
828,Gemma 3,USA,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,108,country,interpretation,predict,batch,4.0
829,Gemma 3,USA,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,109,country,reading,identify,batch,4.5
830,Gemma 3,USA,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,110,country,reading,locate,batch,0.0
831,Gemma 3,USA,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,111,country,reading,retrieve value,batch,0.0
832,Gemma 3,USA,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,112,country,analysis,compare,batch,0.0
833,Gemma 3,USA,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,113,country,analysis,cluster,batch,0.0
834,Gemma 3,USA,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,114,country,analysis,associate,batch,0.0
835,Gemma 3,USA,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,115,country,interpretation,interpret,batch,2.75
836,Gemma 3,USA,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,116,country,interpretation,cause/effect,batch,2.25
837,Gemma 3,USA,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,117,country,interpretation,predict,batch,3.5
838,Gemma 3,USA,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,118,region,reading,identify,batch,0.0
839,Gemma 3,USA,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,119,region,reading,locate,batch,0.0
840,Gemma 3,USA,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,120,region,reading,retrieve value,batch,0.0
841,Gemma 3,USA,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,121,region,analysis,compare,batch,0.0
842,Gemma 3,USA,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,122,region,analysis,cluster,batch,3.45
843,Gemma 3,USA,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,123,region,analysis,associate,batch,5.0
844,Gemma 3,USA,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,124,region,interpretation,interpret,batch,4.25
845,Gemma 3,USA,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,125,region,interpretation,cause/effect,batch,3.85
846,Gemma 3,USA,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,126,region,interpretation,predict,batch,4.0
847,Gemma 3,USA,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,127,region,reading,identify,batch,0.0
848,Gemma 3,USA,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,128,region,reading,locate,batch,0.0
849,Gemma 3,USA,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,129,region,reading,retrieve value,batch,4.5
850,Gemma 3,USA,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,130,region,analysis,compare,batch,4.05
851,Gemma 3,USA,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,131,region,analysis,cluster,batch,0.0
852,Gemma 3,USA,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,132,region,analysis,associate,batch,3.975
853,Gemma 3,USA,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,133,region,interpretation,interpret,batch,4.8
854,Gemma 3,USA,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,134,region,interpretation,cause/effect,batch,3.8
855,Gemma 3,USA,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,135,region,interpretation,predict,batch,5.0
856,Gemma 3,USA,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,136,region,reading,identify,batch,5.0
857,Gemma 3,USA,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,137,region,reading,locate,batch,0.0
858,Gemma 3,USA,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,138,region,reading,retrieve value,batch,5.0
859,Gemma 3,USA,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,139,region,analysis,compare,batch,4.8
860,Gemma 3,USA,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,140,region,analysis,cluster,batch,0.0
861,Gemma 3,USA,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,141,region,analysis,associate,batch,0.0
862,Gemma 3,USA,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,142,region,interpretation,interpret,batch,4.35
863,Gemma 3,USA,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,143,region,interpretation,cause/effect,batch,4.0
864,Gemma 3,USA,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,144,region,interpretation,predict,batch,0.0
865,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,1,country,reading,identify,batch,5.0
866,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,2,country,reading,locate,batch,5.0
867,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,3,country,reading,retrieve value,batch,5.0
868,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,4,country,analysis,compare,batch,4.3
869,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,5,country,analysis,cluster,batch,0.0
870,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,6,country,analysis,associate,batch,5.0
871,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,7,country,interpretation,interpret,batch,4.8
872,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,8,country,interpretation,cause/effect,batch,4.55
873,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,9,country,interpretation,predict,batch,4.5
874,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,10,country,reading,identify,batch,5.0
875,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,11,country,reading,locate,batch,5.0
876,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,12,country,reading,retrieve value,batch,0.0
877,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,13,country,analysis,compare,batch,4.5
878,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,14,country,analysis,cluster,batch,4.0
879,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,15,country,analysis,associate,batch,5.0
880,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,16,country,interpretation,interpret,batch,0.0
881,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,17,country,interpretation,cause/effect,batch,2.2
882,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,18,country,interpretation,predict,batch,5.0
883,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,19,country,reading,identify,batch,5.0
884,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,20,country,reading,locate,batch,5.0
885,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,21,country,reading,retrieve value,batch,5.0
886,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,22,country,analysis,compare,batch,4.3
887,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,23,country,analysis,cluster,batch,4.1
888,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,24,country,analysis,associate,batch,5.0
889,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,25,country,interpretation,interpret,batch,4.45
890,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,26,country,interpretation,cause/effect,batch,0.0
891,Claude 3.5 Sonnet v2,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,27,country,interpretation,predict,batch,3.8
892,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,28,region,reading,identify,batch,5.0
893,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,29,region,reading,locate,batch,5.0
894,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,30,region,reading,retrieve value,batch,0.0
895,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,31,region,analysis,compare,batch,5.0
896,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,32,region,analysis,cluster,batch,4.1
897,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,33,region,analysis,associate,batch,4.6
898,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,34,region,interpretation,interpret,batch,4.25
899,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,35,region,interpretation,cause/effect,batch,4.5
900,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,36,region,interpretation,predict,batch,4.8
901,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,37,region,reading,identify,batch,5.0
902,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,38,region,reading,locate,batch,0.0
903,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,39,region,reading,retrieve value,batch,5.0
904,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,40,region,analysis,compare,batch,0.0
905,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,41,region,analysis,cluster,batch,4.3
906,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,42,region,analysis,associate,batch,4.6
907,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,43,region,interpretation,interpret,batch,3.05
908,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,44,region,interpretation,cause/effect,batch,3.45
909,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,45,region,interpretation,predict,batch,4.75
910,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,46,region,reading,identify,batch,5.0
911,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,47,region,reading,locate,batch,5.0
912,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,48,region,reading,retrieve value,batch,0.0
913,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,49,region,analysis,compare,batch,4.5
914,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,50,region,analysis,cluster,batch,4.8
915,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,51,region,analysis,associate,batch,3.6
916,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,52,region,interpretation,interpret,batch,4.75
917,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,53,region,interpretation,cause/effect,batch,4.05
918,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,54,region,interpretation,predict,batch,4.7
919,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,55,region,reading,identify,batch,5.0
920,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,56,region,reading,locate,batch,4.1
921,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,57,region,reading,retrieve value,batch,0.0
922,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,58,region,analysis,compare,batch,4.3
923,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,59,region,analysis,cluster,batch,4.6
924,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,60,region,analysis,associate,batch,5.0
925,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,61,region,interpretation,interpret,batch,4.25
926,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,62,region,interpretation,cause/effect,batch,4.75
927,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,63,region,interpretation,predict,batch,5.0
928,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,64,region,reading,identify,batch,5.0
929,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,65,region,reading,locate,batch,4.5
930,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,66,region,reading,retrieve value,batch,0.0
931,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,67,region,analysis,compare,batch,0.0
932,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,68,region,analysis,cluster,batch,4.3
933,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,69,region,analysis,associate,batch,0.0
934,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,70,region,interpretation,interpret,batch,3.9
935,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,71,region,interpretation,cause/effect,batch,2.2
936,Claude 3.5 Sonnet v2,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,72,region,interpretation,predict,batch,2.3
937,Claude 3.5 Sonnet v2,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,73,country,reading,identify,batch,4.5
938,Claude 3.5 Sonnet v2,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,74,country,reading,locate,batch,5.0
