answer_id,model_name,provider_country,licence_type,map_code,graphical_complexity,viz_technique,symbol_scaling,diagram_structure,map_source,question_id,nuts_level,map_usage_type,task_type,test_mode,score
211,GPT-4o,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,67,region,analysis,compare,iterative,4.2
212,GPT-4o,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,68,region,analysis,cluster,iterative,0.0
213,GPT-4o,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,69,region,analysis,associate,iterative,0.0
214,GPT-4o,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,70,region,interpretation,interpret,iterative,5.0
215,GPT-4o,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,71,region,interpretation,cause/effect,iterative,4.5
216,GPT-4o,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,72,region,interpretation,predict,iterative,4.0
217,GPT-4o,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,73,country,reading,identify,iterative,0.0
218,GPT-4o,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,74,country,reading,locate,iterative,0.0
219,GPT-4o,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,75,country,reading,retrieve value,iterative,5.0
220,GPT-4o,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,76,country,analysis,compare,iterative,4.3
221,GPT-4o,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,77,country,analysis,cluster,iterative,0.0
222,GPT-4o,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,78,country,analysis,associate,iterative,0.0
223,GPT-4o,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,79,country,interpretation,interpret,iterative,0.0
224,GPT-4o,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,80,country,interpretation,cause/effect,iterative,4.55
225,GPT-4o,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,81,country,interpretation,predict,iterative,5.0
226,GPT-4o,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,82,country,reading,identify,iterative,0.0
227,GPT-4o,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,83,country,reading,locate,iterative,0.0
228,GPT-4o,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,84,country,reading,retrieve value,iterative,4.2
229,GPT-4o,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,85,country,analysis,compare,iterative,4.9
230,GPT-4o,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,86,country,analysis,cluster,iterative,0.0
231,GPT-4o,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,87,country,analysis,associate,iterative,3.8
232,GPT-4o,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,88,country,interpretation,interpret,iterative,0.0
233,GPT-4o,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,89,country,interpretation,cause/effect,iterative,0.0
234,GPT-4o,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,90,country,interpretation,predict,iterative,4.25
235,GPT-4o,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,91,country,reading,identify,iterative,4.9
236,GPT-4o,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,92,country,reading,locate,iterative,4.9
237,GPT-4o,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,93,country,reading,retrieve value,iterative,4.9
238,GPT-4o,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,94,country,analysis,compare,iterative,3.8
239,GPT-4o,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,95,country,analysis,cluster,iterative,4.9
240,GPT-4o,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,96,country,analysis,associate,iterative,4.1
241,GPT-4o,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,97,country,interpretation,interpret,iterative,5.0
242,GPT-4o,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,98,country,interpretation,cause/effect,iterative,4.25
243,GPT-4o,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,99,country,interpretation,predict,iterative,4.3
244,GPT-4o,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,100,country,reading,identify,iterative,4.8
245,GPT-4o,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,101,country,reading,locate,iterative,0.0
246,GPT-4o,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,102,country,reading,retrieve value,iterative,0.0
247,GPT-4o,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,103,country,analysis,compare,iterative,4.0
248,GPT-4o,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,104,country,analysis,cluster,iterative,3.55
249,GPT-4o,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,105,country,analysis,associate,iterative,3.325
250,GPT-4o,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,106,country,interpretation,interpret,iterative,4.3
251,GPT-4o,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,107,country,interpretation,cause/effect,iterative,4.6
252,GPT-4o,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,108,country,interpretation,predict,iterative,3.85
253,GPT-4o,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,109,country,reading,identify,iterative,0.0
254,GPT-4o,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,110,country,reading,locate,iterative,0.0
255,GPT-4o,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,111,country,reading,retrieve value,iterative,3.8
256,GPT-4o,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,112,country,analysis,compare,iterative,0.0
257,GPT-4o,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,113,country,analysis,cluster,iterative,0.0
258,GPT-4o,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,114,country,analysis,associate,iterative,4.0
259,GPT-4o,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,115,country,interpretation,interpret,iterative,4.0
260,GPT-4o,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,116,country,interpretation,cause/effect,iterative,3.05
261,GPT-4o,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,117,country,interpretation,predict,iterative,4.0
262,GPT-4o,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,118,region,reading,identify,iterative,5.0
263,GPT-4o,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,119,region,reading,locate,iterative,0.0
264,GPT-4o,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,120,region,reading,retrieve value,iterative,4.3
265,GPT-4o,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,121,region,analysis,compare,iterative,0.0
266,GPT-4o,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,122,region,analysis,cluster,iterative,3.35
267,GPT-4o,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,123,region,analysis,associate,iterative,3.875
268,GPT-4o,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,124,region,interpretation,interpret,iterative,4.45
269,GPT-4o,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,125,region,interpretation,cause/effect,iterative,4.25
270,GPT-4o,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,126,region,interpretation,predict,iterative,4.45
271,GPT-4o,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,127,region,reading,identify,iterative,0.0
272,GPT-4o,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,128,region,reading,locate,iterative,0.0
273,GPT-4o,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,129,region,reading,retrieve value,iterative,4.7
274,GPT-4o,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,130,region,analysis,compare,iterative,3.95
275,GPT-4o,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,131,region,analysis,cluster,iterative,0.0
276,GPT-4o,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,132,region,analysis,associate,iterative,4.2
277,GPT-4o,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,133,region,interpretation,interpret,iterative,3.85
278,GPT-4o,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,134,region,interpretation,cause/effect,iterative,5.0
279,GPT-4o,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,135,region,interpretation,predict,iterative,4.8
280,GPT-4o,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,136,region,reading,identify,iterative,4.9
281,GPT-4o,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,137,region,reading,locate,iterative,0.0
282,GPT-4o,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,138,region,reading,retrieve value,iterative,0.0
283,GPT-4o,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,139,region,analysis,compare,iterative,4.4
284,GPT-4o,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,140,region,analysis,cluster,iterative,0.0
285,GPT-4o,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,141,region,analysis,associate,iterative,0.0
286,GPT-4o,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,142,region,interpretation,interpret,iterative,3.7
287,GPT-4o,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,143,region,interpretation,cause/effect,iterative,4.75
288,GPT-4o,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,144,region,interpretation,predict,iterative,3.7
433,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,1,country,reading,identify,batch,5.0
434,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,2,country,reading,locate,batch,4.8
435,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,3,country,reading,retrieve value,batch,5.0
436,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,4,country,analysis,compare,batch,4.3
437,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,5,country,analysis,cluster,batch,4.3
438,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,6,country,analysis,associate,batch,4.1
439,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,7,country,interpretation,interpret,batch,2.3
440,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,8,country,interpretation,cause/effect,batch,5.0
441,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,9,country,interpretation,predict,batch,0.0
442,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,10,country,reading,identify,batch,5.0
443,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,11,country,reading,locate,batch,5.0
444,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,12,country,reading,retrieve value,batch,5.0
445,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,13,country,analysis,compare,batch,4.1
446,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,14,country,analysis,cluster,batch,4.05
447,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,15,country,analysis,associate,batch,5.0
448,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,16,country,interpretation,interpret,batch,0.0
449,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,17,country,interpretation,cause/effect,batch,3.8
450,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,18,country,interpretation,predict,batch,5.0
451,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,19,country,reading,identify,batch,5.0
452,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,20,country,reading,locate,batch,0.0
453,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,21,country,reading,retrieve value,batch,4.6
454,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,22,country,analysis,compare,batch,4.3
455,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,23,country,analysis,cluster,batch,0.0
456,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,24,country,analysis,associate,batch,4.1
457,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,25,country,interpretation,interpret,batch,3.55
458,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,26,country,interpretation,cause/effect,batch,3.35
459,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,27,country,interpretation,predict,batch,4.2
460,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,28,region,reading,identify,batch,5.0
461,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,29,region,reading,locate,batch,4.6
462,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,30,region,reading,retrieve value,batch,0.0
463,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,31,region,analysis,compare,batch,5.0
464,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,32,region,analysis,cluster,batch,4.5
465,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,33,region,analysis,associate,batch,4.6
466,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,34,region,interpretation,interpret,batch,3.0
467,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,35,region,interpretation,cause/effect,batch,4.3
468,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,36,region,interpretation,predict,batch,4.55
469,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,37,region,reading,identify,batch,4.9
470,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,38,region,reading,locate,batch,4.6
471,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,39,region,reading,retrieve value,batch,4.5
472,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,40,region,analysis,compare,batch,4.3
473,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,41,region,analysis,cluster,batch,3.9
474,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,42,region,analysis,associate,batch,4.4
475,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,43,region,interpretation,interpret,batch,3.15
476,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,44,region,interpretation,cause/effect,batch,4.25
477,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,45,region,interpretation,predict,batch,3.85
478,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,46,region,reading,identify,batch,5.0
479,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,47,region,reading,locate,batch,0.0
480,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,48,region,reading,retrieve value,batch,4.6
481,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,49,region,analysis,compare,batch,4.5
482,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,50,region,analysis,cluster,batch,4.8
483,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,51,region,analysis,associate,batch,3.55
484,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,52,region,interpretation,interpret,batch,4.75
485,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,53,region,interpretation,cause/effect,batch,3.8
486,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,54,region,interpretation,predict,batch,4.3
487,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,55,region,reading,identify,batch,4.8
488,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,56,region,reading,locate,batch,0.0
489,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,57,region,reading,retrieve value,batch,5.0
490,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,58,region,analysis,compare,batch,3.6
491,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,59,region,analysis,cluster,batch,0.0
492,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,60,region,analysis,associate,batch,0.0
493,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,61,region,interpretation,interpret,batch,2.55
494,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,62,region,interpretation,cause/effect,batch,4.05
495,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,63,region,interpretation,predict,batch,2.55
496,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,64,region,reading,identify,batch,4.8
497,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,65,region,reading,locate,batch,0.0
498,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,66,region,reading,retrieve value,batch,0.0
499,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,67,region,analysis,compare,batch,0.0
500,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,68,region,analysis,cluster,batch,0.0
501,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,69,region,analysis,associate,batch,0.0
502,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,70,region,interpretation,interpret,batch,4.7
503,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,71,region,interpretation,cause/effect,batch,2.45
504,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,72,region,interpretation,predict,batch,3.75
505,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,73,country,reading,identify,batch,5.0
506,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,74,country,reading,locate,batch,4.8
507,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,75,country,reading,retrieve value,batch,4.5
508,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,76,country,analysis,compare,batch,3.8
509,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,77,country,analysis,cluster,batch,4.8
510,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,78,country,analysis,associate,batch,4.1
511,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,79,country,interpretation,interpret,batch,4.0
512,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,80,country,interpretation,cause/effect,batch,4.75
513,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,81,country,interpretation,predict,batch,0.0
514,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,82,country,reading,identify,batch,0.0
515,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,83,country,reading,locate,batch,0.0
516,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,84,country,reading,retrieve value,batch,4.3
517,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,85,country,analysis,compare,batch,4.3
518,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,86,country,analysis,cluster,batch,5.0
519,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,87,country,analysis,associate,batch,5.0
520,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,88,country,interpretation,interpret,batch,4.5
521,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,89,country,interpretation,cause/effect,batch,4.5
522,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,90,country,interpretation,predict,batch,3.1
523,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,91,country,reading,identify,batch,5.0
524,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,92,country,reading,locate,batch,5.0
525,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,93,country,reading,retrieve value,batch,0.0
526,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,94,country,analysis,compare,batch,5.0
527,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,95,country,analysis,cluster,batch,5.0
528,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,96,country,analysis,associate,batch,5.0
529,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,97,country,interpretation,interpret,batch,4.05
530,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,98,country,interpretation,cause/effect,batch,4.05
531,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,99,country,interpretation,predict,batch,4.05
532,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,100,country,reading,identify,batch,0.0
533,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,101,country,reading,locate,batch,5.0
534,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,102,country,reading,retrieve value,batch,0.0
535,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,103,country,analysis,compare,batch,4.5
536,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,104,country,analysis,cluster,batch,3.65
537,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,105,country,analysis,associate,batch,3.225
538,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,106,country,interpretation,interpret,batch,3.85
539,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,107,country,interpretation,cause/effect,batch,5.0
540,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,108,country,interpretation,predict,batch,5.0
541,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,109,country,reading,identify,batch,5.0
542,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,110,country,reading,locate,batch,5.0
543,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,111,country,reading,retrieve value,batch,0.0
544,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,112,country,analysis,compare,batch,0.0
545,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,113,country,analysis,cluster,batch,0.0
546,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,114,country,analysis,associate,batch,0.0
547,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,115,country,interpretation,interpret,batch,3.25
548,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,116,country,interpretation,cause/effect,batch,1.95
549,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,117,country,interpretation,predict,batch,4.5
550,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,118,region,reading,identify,batch,0.0
551,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,119,region,reading,locate,batch,0.0
552,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,120,region,reading,retrieve value,batch,4.3
553,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,121,region,analysis,compare,batch,0.0
554,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,122,region,analysis,cluster,batch,3.45
555,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,123,region,analysis,associate,batch,0.0
